sii_id,codigo,fecha,corte,instancia,resumen
23704,704-2025,2026-01-12,Corte de Apelaciones,Corte de Apelaciones de Santiago,Recurso de apelación - Confirma Sentencia primera instancia
23705,16739-2025,2026-01-12,Corte de Apelaciones,Corte de Apelaciones de Santiago,Recurso de protección - Desistimiento
