anio,id_blob,numero,categorias,titulo
2026,ebeb6ad9-ddfb-4b50-82dc-71aef3956c04,0603,IVA,"Ventas y Servicios – Ley sobre Impuesto a las – Art. 42, Art. 43 – Ley N° 19.925 – Decreto Ley N° 3.063 de 1979 – Circular N° 10 de 1980"
